year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6236,3967.5217,0.4107,0.6726,0.3274,0.0,66.0,231.0,39.0
2013,18.4014,2570.362,0.4196,0.5833,0.4167,67.0,0.0,267.0,2.0
2014,18.2336,2406.0382,0.4256,0.5625,0.4375,22.0,0.0,314.0,0.0
2015,18.1109,2269.631,0.4196,0.5357,0.4643,152.0,0.0,135.0,49.0
2016,17.9238,2464.4624,0.4107,0.5179,0.4821,99.0,56.0,170.0,11.0
2017,17.9,1971.1257,0.3988,0.5833,0.4167,118.0,25.0,177.0,16.0
2018,17.7346,2398.5231,0.4315,0.619,0.381,43.0,0.0,293.0,0.0
2019,17.9131,1359.9397,0.4732,0.6637,0.3363,148.0,0.0,185.0,3.0
2020,17.6466,2704.3733,0.3929,0.6101,0.3899,162.0,39.0,135.0,0.0
2021,17.4504,2491.8073,0.3929,0.5625,0.4375,60.0,0.0,276.0,0.0
2022,17.2363,2545.9673,0.4345,0.5655,0.4345,18.0,38.0,280.0,0.0
