year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.616,3990.485,0.4107,0.6726,0.3274,0.0,66.0,231.0,39.0
2013,18.3916,2576.9634,0.4196,0.5833,0.4167,67.0,0.0,267.0,2.0
2014,18.2205,2415.8746,0.4256,0.5625,0.4375,22.0,0.0,314.0,0.0
2015,18.0917,2288.2111,0.4196,0.5357,0.4643,107.0,0.0,180.0,49.0
2016,17.8684,2573.9079,0.4107,0.5655,0.4345,114.0,41.0,170.0,11.0
2017,17.8453,1968.7849,0.4107,0.5982,0.4018,131.0,26.0,167.0,12.0
2018,17.6639,2447.304,0.4196,0.622,0.378,42.0,0.0,294.0,0.0
2019,17.8264,1408.1679,0.4494,0.6756,0.3244,143.0,0.0,186.0,7.0
2020,17.5752,2657.9243,0.4107,0.622,0.378,164.0,41.0,131.0,0.0
2021,17.3826,2481.0499,0.4048,0.5714,0.4286,68.0,0.0,268.0,0.0
2022,17.1545,2588.0786,0.4256,0.5744,0.4256,23.0,40.0,272.0,1.0
