year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6135,3997.9146,0.4107,0.6726,0.3274,0.0,66.0,231.0,39.0
2013,18.3885,2578.9452,0.4196,0.5833,0.4167,67.0,0.0,267.0,2.0
2014,18.2163,2419.1983,0.4256,0.5625,0.4375,22.0,0.0,314.0,0.0
2015,18.0855,2294.3178,0.4196,0.5357,0.4643,66.0,0.0,221.0,49.0
2016,17.8351,2655.5745,0.4107,0.5982,0.4018,126.0,30.0,169.0,11.0
2017,17.8076,1982.1133,0.4077,0.6042,0.3958,141.0,27.0,156.0,12.0
2018,17.6796,2286.0182,0.4286,0.5863,0.4137,54.0,0.0,282.0,0.0
2019,17.8942,1250.6949,0.4881,0.631,0.369,122.0,2.0,200.0,12.0
2020,17.6545,2623.0992,0.4137,0.6161,0.3839,145.0,46.0,145.0,0.0
2021,17.4471,2525.6653,0.3988,0.5952,0.4048,62.0,0.0,274.0,0.0
2022,17.2092,2617.8733,0.4226,0.6012,0.3988,28.0,42.0,265.0,1.0
