year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,17.9593,3982.9596,0.4107,0.6726,0.3274,0.0,66.0,231.0,39.0
2013,17.3092,2575.3641,0.4196,0.5833,0.4167,67.0,0.0,267.0,2.0
2014,16.74,2412.5538,0.4256,0.5625,0.4375,22.0,0.0,314.0,0.0
2015,16.236,2281.2017,0.4196,0.5357,0.4643,129.0,0.0,158.0,49.0
2016,15.6444,2457.4901,0.4107,0.5179,0.4821,99.0,57.0,169.0,11.0
2017,15.3242,1910.9286,0.4107,0.5982,0.4018,119.0,21.0,173.0,23.0
2018,14.7318,2459.4057,0.4196,0.6458,0.3542,42.0,0.0,294.0,0.0
2019,14.6464,1438.0026,0.4554,0.6964,0.3036,148.0,0.0,188.0,0.0
2020,13.9341,2700.7129,0.3988,0.6369,0.3631,173.0,45.0,118.0,0.0
2021,13.3407,2461.1774,0.4137,0.5982,0.4018,61.0,0.0,275.0,0.0
2022,12.6495,2658.2512,0.4107,0.6101,0.3899,24.0,44.0,267.0,1.0
